Data Set 1:Time(min),Data Set 1:Temperature(°C)
6.800000,68.0
6.833333,68.0
6.866667,68.0
6.900000,68.0
6.933333,68.0
6.966667,68.0
7.000000,67.9
7.033333,67.9
7.066667,67.9
7.100000,67.9
7.133333,67.8
7.166667,67.8
7.200000,67.8
7.233333,67.8
7.266667,67.8
7.300000,67.8
7.333333,67.8
7.366667,67.8
7.400000,67.7
7.433333,67.7
7.466667,67.7
7.500000,67.7
7.533333,67.7
7.566667,67.7
7.600000,67.7
7.633333,67.6
7.666667,67.6
7.700000,67.6
7.733333,67.6
7.766667,67.6
7.800000,67.6
7.833333,67.5
7.866667,67.6
7.900000,67.5
7.933333,67.5
7.966667,67.5
8.000000,67.5
8.033333,67.5
8.066667,67.4
8.100000,67.4
8.133333,67.4
8.166667,67.4
8.200000,67.4
8.233333,67.4
8.266667,67.4
8.300000,67.4
8.333333,67.3
8.366667,67.3
8.400000,67.3
8.433333,67.3
8.466667,67.3
8.500000,67.3
8.533333,67.2
8.566667,67.3
8.600000,67.2
8.633333,67.2
8.666667,67.2
8.700000,67.2
8.733333,67.2
8.766667,67.1
8.800000,67.2
8.833333,67.1
8.866667,67.1
8.900000,67.1
8.933333,67.1
8.966667,67.1
9.000000,67.1
9.033333,67.1
9.066667,67.0
9.100000,67.0
9.133333,67.0
9.166667,67.0
9.200000,67.0
9.233333,67.0
9.266667,66.9
9.300000,66.9
9.333333,66.9
9.366667,66.9
9.400000,66.9
9.433333,66.9
9.466667,66.9
9.500000,66.8
9.533333,66.8
9.566667,66.8
9.600000,66.8
9.633333,66.8
9.666667,66.8
9.700000,66.8
9.733333,66.8
9.766667,66.7
9.800000,66.7
9.833333,66.7
9.866667,66.7
9.900000,66.7
9.933333,66.7
9.966667,66.7
10.000000,66.6
10.033333,66.6
10.066667,66.6
10.100000,66.6
10.133333,66.6
10.166667,66.6
10.200000,66.6
10.233333,66.6
10.266667,66.6
10.300000,66.5
10.333333,66.5
10.366667,66.5
10.400000,66.5
10.433333,66.5
10.466667,66.5
10.500000,66.5
10.533333,66.4
10.566667,66.4
10.600000,66.4
10.633333,66.4
10.666667,66.4
10.700000,66.4
10.733333,66.4
10.766667,66.4
10.800000,66.3
10.833333,66.3
10.866667,66.3
10.900000,66.3
10.933333,66.3
10.966667,66.3
11.000000,66.3
11.033333,66.2
11.066667,66.2
11.100000,66.2
11.133333,66.2
11.166667,66.2
11.200000,66.2
11.233333,66.2
11.266667,66.2
11.300000,66.1
11.333333,66.1
11.366667,66.1
11.400000,66.1
11.433333,66.1
11.466667,66.1
11.500000,66.0
11.533333,66.1
11.566667,66.0
11.600000,66.0
11.633333,66.0
11.666667,66.0
11.700000,66.0
11.733333,66.0
11.766667,66.0
11.800000,65.9
11.833333,65.9
11.866667,65.9
11.900000,65.9
11.933333,65.9
11.966667,65.9
12.000000,65.9
12.033333,65.9
12.066667,65.8
12.100000,65.8
12.133333,65.8
12.166667,65.8
12.200000,65.8
12.233333,65.8
12.266667,65.8
12.300000,65.8
12.333333,65.8
12.366667,65.7
12.400000,65.7
12.433333,65.7
12.466667,65.7
12.500000,65.7
12.533333,65.7
12.566667,65.7
12.600000,65.7
12.633333,65.7
12.666667,65.6
12.700000,65.6
12.733333,65.6
12.766667,65.6
12.800000,65.6
12.833333,65.6
12.866667,65.6
12.900000,65.5
12.933333,65.5
12.966667,65.5
13.000000,65.5
13.033333,65.5
13.066667,65.5
13.100000,65.5
13.133333,65.5
13.166667,65.5
13.200000,65.5
13.233333,65.4
13.266667,65.4
13.300000,65.4
13.333333,65.4
13.366667,65.4
13.400000,65.4
13.433333,65.4
13.466667,65.3
13.500000,65.3
13.533333,65.3
13.566667,65.3
13.600000,65.3
13.633333,65.3
13.666667,65.3
13.700000,65.3
13.733333,65.2
13.766667,65.2
13.800000,65.2
13.833333,65.2
13.866667,65.2
13.900000,65.2
13.933333,65.2
13.966667,65.2
14.000000,65.2
14.033333,65.1
14.066667,65.1
14.100000,65.1
14.133333,65.1
14.166667,65.1
14.200000,65.1
14.233333,65.1
14.266667,65.1
14.300000,65.1
14.333333,65.0
14.366667,65.0
14.400000,65.0
14.433333,65.0
14.466667,65.0
14.500000,65.0
14.533333,65.0
14.566667,65.0
14.600000,64.9
14.633333,64.9
14.666667,64.9
14.700000,64.9
14.733333,64.9
14.766667,64.9
14.800000,64.9
14.833333,64.9
14.866667,64.9
14.900000,64.9
14.933333,64.8
14.966667,64.8
15.000000,64.8
15.033333,64.8
15.066667,64.8
15.100000,64.8
15.133333,64.8
15.166667,64.7
15.200000,64.7
15.233333,64.7
15.266667,64.7
15.300000,64.7
15.333333,64.7
15.366667,64.7
15.400000,64.6
15.433333,64.7
15.466667,64.7
15.500000,64.6
15.533333,64.6
15.566667,64.6
15.600000,64.6
15.633333,64.6
15.666667,64.6
15.700000,64.6
15.733333,64.6
15.766667,64.6
15.800000,64.6
15.833333,64.5
15.866667,64.5
15.900000,64.5
15.933333,64.5
15.966667,64.5
16.000000,64.5
16.033333,64.4
16.066667,64.5
16.100000,64.4
16.133333,64.4
16.166667,64.4
16.200000,64.4
16.233333,64.4
16.266667,64.4
16.300000,64.4
16.333333,64.4
16.366667,64.4
16.400000,64.3
16.433333,64.3
16.466667,64.3
16.500000,64.3
16.533333,64.3
16.566667,64.3
16.600000,64.3
16.633333,64.3
16.666667,64.3
16.700000,64.2
16.733333,64.3
16.766667,64.2
16.800000,64.2
16.833333,64.2
16.866667,64.2
16.900000,64.2
16.933333,64.1
16.966667,64.2
17.000000,64.1
17.033333,64.1
17.066667,64.1
17.100000,64.1
17.133333,64.1
17.166667,64.1
17.200000,64.1
17.233333,64.1
17.266667,64.1
17.300000,64.0
17.333333,64.0
17.366667,64.0
17.400000,64.0
17.433333,64.0
17.466667,64.0
17.500000,64.0
17.533333,64.0
17.566667,64.0
17.600000,63.9
17.633333,63.9
17.666667,63.9
17.700000,63.9
17.733333,63.9
17.766667,63.9
17.800000,63.9
17.833333,63.9
17.866667,63.9
17.900000,63.8
17.933333,63.9
17.966667,63.8
18.000000,63.8
18.033333,63.8
18.066667,63.8
18.100000,63.8
18.133333,63.8
18.166667,63.8
18.200000,63.8
18.233333,63.7
18.266667,63.7
18.300000,63.7
18.333333,63.7
18.366667,63.7
18.400000,63.7
18.433333,63.7
18.466667,63.7
18.500000,63.7
18.533333,63.6
18.566667,63.7
18.600000,63.6
18.633333,63.6
18.666667,63.6
18.700000,63.6
18.733333,63.6
18.766667,63.6
18.800000,63.5
18.833333,63.6
18.866667,63.5
18.900000,63.5
18.933333,63.5
18.966667,63.5
19.000000,63.5
19.033333,63.5
19.066667,63.5
19.100000,63.5
19.133333,63.5
19.166667,63.4
19.200000,63.4
19.233333,63.4
19.266667,63.4
19.300000,63.4
19.333333,63.4
19.366667,63.4
19.400000,63.4
19.433333,63.4
19.466667,63.4
19.500000,63.3
19.533333,63.4
19.566667,63.3
19.600000,63.3
19.633333,63.3
19.666667,63.3
19.700000,63.3
19.733333,63.3
19.766667,63.3
19.800000,63.3
19.833333,63.3
19.866667,63.2
19.900000,63.2
19.933333,63.2
19.966667,63.2
20.000000,63.2
20.033333,63.2
20.066667,63.2
20.100000,63.1
20.133333,63.2
20.166667,63.1
20.200000,63.1
20.233333,63.1
20.266667,63.1
20.300000,63.1
20.333333,63.1
20.366667,63.1
20.400000,63.1
20.433333,63.0
20.466667,63.1
20.500000,63.0
20.533333,63.0
20.566667,63.0
20.600000,63.0
20.633333,63.0
20.666667,63.0
20.700000,63.0
20.733333,63.0
20.766667,63.0
20.800000,62.9
20.833333,62.9
20.866667,63.0
20.900000,62.9
20.933333,62.9
20.966667,62.9
21.000000,62.9
21.033333,62.9
21.066667,62.9
21.100000,62.9
21.133333,62.9
21.166667,62.8
21.200000,62.8
21.233333,62.8
21.266667,62.8
21.300000,62.8
21.333333,62.8
21.366667,62.8
21.400000,62.8
21.433333,62.7
21.466667,62.7
21.500000,62.7
21.533333,62.7
21.566667,62.7
21.600000,62.7
21.633333,62.7
21.666667,62.7
21.700000,62.7
21.733333,62.7
21.766667,62.6
21.800000,62.7
21.833333,62.6
21.866667,62.6
21.900000,62.6
21.933333,62.6
21.966667,62.6
22.000000,62.6
22.033333,62.6
22.066667,62.6
22.100000,62.5
22.133333,62.6
22.166667,62.5
22.200000,62.5
22.233333,62.5
22.266667,62.5
22.300000,62.5
22.333333,62.5
22.366667,62.5
22.400000,62.5
22.433333,62.5
22.466667,62.5
22.500000,62.4
22.533333,62.4
22.566667,62.4
22.600000,62.4
22.633333,62.4
22.666667,62.4
22.700000,62.4
22.733333,62.4
22.766667,62.4
22.800000,62.4
22.833333,62.3
22.866667,62.3
22.900000,62.3
22.933333,62.3
22.966667,62.3
23.000000,62.3
23.033333,62.3
23.066667,62.3
23.100000,62.3
23.133333,62.3
23.166667,62.2
23.200000,62.2
23.233333,62.2
23.266667,62.2
23.300000,62.2
23.333333,62.2
23.366667,62.2
23.400000,62.2
23.433333,62.2
23.466667,62.2
23.500000,62.1
23.533333,62.1
23.566667,62.1
23.600000,62.1
23.633333,62.1
23.666667,62.1
23.700000,62.1
23.733333,62.1
23.766667,62.1
23.800000,62.0
23.833333,62.0
23.866667,62.0
23.900000,62.0
23.933333,62.0
23.966667,62.0
24.000000,62.0
24.033333,62.0
24.066667,62.0
24.100000,62.0
24.133333,62.0
24.166667,62.0
24.200000,61.9
24.233333,61.9
24.266667,61.9
24.300000,61.9
24.333333,61.9
24.366667,61.9
24.400000,61.9
24.433333,61.9
24.466667,61.9
24.500000,61.9
24.533333,61.9
24.566667,61.8
24.600000,61.8
24.633333,61.8
24.666667,61.8
24.700000,61.8
24.733333,61.8
24.766667,61.8
24.800000,61.8
24.833333,61.8
24.866667,61.8
24.900000,61.8
24.933333,61.8
24.966667,61.7
25.000000,61.7
