Data Set 1:Time(min),Data Set 1:Temperature(°C)
18.966667,59.5
19.000000,59.5
19.033333,59.5
19.066667,59.5
19.100000,59.5
19.133333,59.4
19.166667,59.4
19.200000,59.4
19.233333,59.4
19.266667,59.4
19.300000,59.4
19.333333,59.4
19.366667,59.4
19.400000,59.4
19.433333,59.4
19.466667,59.3
19.500000,59.3
19.533333,59.3
19.566667,59.3
19.600000,59.3
19.633333,59.3
19.666667,59.3
19.700000,59.3
19.733333,59.3
19.766667,59.3
19.800000,59.3
19.833333,59.3
19.866667,59.3
19.900000,59.3
19.933333,59.3
19.966667,59.2
20.000000,59.2
20.033333,59.2
20.066667,59.2
20.100000,59.2
20.133333,59.2
20.166667,59.2
20.200000,59.2
20.233333,59.2
20.266667,59.2
20.300000,59.1
20.333333,59.1
20.366667,59.1
20.400000,59.1
20.433333,59.1
20.466667,59.1
20.500000,59.1
20.533333,59.1
20.566667,59.1
20.600000,59.1
20.633333,59.1
20.666667,59.1
20.700000,59.0
20.733333,59.0
20.766667,59.0
20.800000,59.0
20.833333,59.0
20.866667,59.0
20.900000,59.0
20.933333,59.0
20.966667,59.0
21.000000,59.0
21.033333,59.0
21.066667,59.0
21.100000,59.0
21.133333,59.0
21.166667,58.9
21.200000,58.9
21.233333,58.9
21.266667,58.9
21.300000,58.9
21.333333,58.9
21.366667,58.9
21.400000,58.9
21.433333,58.9
21.466667,58.9
21.500000,58.8
21.533333,58.8
21.566667,58.8
21.600000,58.8
21.633333,58.8
21.666667,58.8
21.700000,58.8
21.733333,58.8
21.766667,58.8
21.800000,58.8
21.833333,58.8
21.866667,58.8
21.900000,58.8
21.933333,58.8
21.966667,58.8
22.000000,58.7
22.033333,58.7
22.066667,58.7
22.100000,58.7
22.133333,58.7
22.166667,58.7
22.200000,58.7
22.233333,58.7
22.266667,58.7
22.300000,58.7
22.333333,58.7
22.366667,58.7
22.400000,58.6
22.433333,58.6
22.466667,58.6
22.500000,58.6
22.533333,58.6
22.566667,58.6
22.600000,58.6
22.633333,58.6
22.666667,58.6
22.700000,58.6
22.733333,58.6
22.766667,58.5
22.800000,58.6
22.833333,58.5
22.866667,58.5
22.900000,58.5
22.933333,58.5
22.966667,58.5
23.000000,58.5
23.033333,58.5
23.066667,58.5
23.100000,58.5
23.133333,58.5
23.166667,58.5
23.200000,58.5
23.233333,58.4
23.266667,58.4
23.300000,58.4
23.333333,58.4
23.366667,58.4
23.400000,58.4
23.433333,58.4
23.466667,58.4
23.500000,58.4
23.533333,58.4
23.566667,58.4
23.600000,58.4
23.633333,58.4
23.666667,58.3
23.700000,58.3
23.733333,58.3
23.766667,58.3
23.800000,58.3
23.833333,58.3
23.866667,58.3
23.900000,58.3
23.933333,58.3
23.966667,58.3
24.000000,58.3
24.033333,58.3
24.066667,58.3
24.100000,58.2
24.133333,58.2
24.166667,58.2
24.200000,58.2
24.233333,58.2
24.266667,58.2
24.300000,58.2
24.333333,58.2
24.366667,58.2
24.400000,58.2
24.433333,58.2
24.466667,58.2
24.500000,58.1
24.533333,58.1
24.566667,58.2
24.600000,58.1
24.633333,58.1
24.666667,58.1
24.700000,58.1
24.733333,58.1
24.766667,58.1
24.800000,58.1
24.833333,58.1
24.866667,58.1
24.900000,58.1
24.933333,58.1
24.966667,58.0
25.000000,58.1
