Data Set 1:Time(min),Data Set 1:Temperature(°C)
3.633333,70.2
3.666667,70.2
3.700000,70.2
3.733333,70.2
3.766667,70.1
3.800000,70.1
3.833333,70.1
3.866667,70.1
3.900000,70.1
3.933333,70.0
3.966667,70.0
4.000000,70.0
4.033333,70.0
4.066667,69.9
4.100000,69.9
4.133333,69.9
4.166667,69.9
4.200000,69.9
4.233333,69.9
4.266667,69.8
4.300000,69.8
4.333333,69.8
4.366667,69.8
4.400000,69.8
4.433333,69.7
4.466667,69.7
4.500000,69.7
4.533333,69.7
4.566667,69.7
4.600000,69.7
4.633333,69.6
4.666667,69.6
4.700000,69.6
4.733333,69.6
4.766667,69.5
4.800000,69.5
4.833333,69.5
4.866667,69.5
4.900000,69.5
4.933333,69.5
4.966667,69.4
5.000000,69.4
5.033333,69.4
5.066667,69.4
5.100000,69.4
5.133333,69.4
5.166667,69.3
5.200000,69.3
5.233333,69.3
5.266667,69.3
5.300000,69.3
5.333333,69.2
5.366667,69.2
5.400000,69.2
5.433333,69.2
5.466667,69.2
5.500000,69.2
5.533333,69.1
5.566667,69.1
5.600000,69.1
5.633333,69.1
5.666667,69.1
5.700000,69.1
5.733333,69.0
5.766667,69.0
5.800000,69.0
5.833333,69.0
5.866667,69.0
5.900000,68.9
5.933333,68.9
5.966667,68.9
6.000000,68.9
6.033333,68.9
6.066667,68.9
6.100000,68.8
6.133333,68.8
6.166667,68.8
6.200000,68.8
6.233333,68.8
6.266667,68.8
6.300000,68.7
6.333333,68.7
6.366667,68.7
6.400000,68.7
6.433333,68.7
6.466667,68.7
6.500000,68.6
6.533333,68.6
6.566667,68.6
6.600000,68.6
6.633333,68.6
6.666667,68.6
6.700000,68.5
6.733333,68.5
6.766667,68.5
6.800000,68.5
6.833333,68.5
6.866667,68.5
6.900000,68.5
6.933333,68.4
6.966667,68.4
7.000000,68.4
7.033333,68.4
7.066667,68.4
7.100000,68.3
7.133333,68.3
7.166667,68.3
7.200000,68.3
7.233333,68.3
7.266667,68.3
7.300000,68.3
7.333333,68.2
7.366667,68.2
7.400000,68.2
7.433333,68.2
7.466667,68.2
7.500000,68.2
7.533333,68.2
7.566667,68.1
7.600000,68.1
7.633333,68.1
7.666667,68.1
7.700000,68.1
7.733333,68.0
7.766667,68.0
7.800000,68.0
7.833333,68.0
7.866667,68.0
7.900000,68.0
7.933333,68.0
7.966667,67.9
8.000000,67.9
8.033333,67.9
8.066667,67.9
8.100000,67.9
8.133333,67.9
8.166667,67.9
8.200000,67.8
8.233333,67.8
8.266667,67.8
8.300000,67.8
8.333333,67.8
8.366667,67.8
8.400000,67.7
8.433333,67.7
8.466667,67.7
8.500000,67.7
8.533333,67.7
8.566667,67.7
8.600000,67.6
8.633333,67.6
8.666667,67.6
8.700000,67.6
8.733333,67.6
8.766667,67.6
8.800000,67.6
8.833333,67.5
8.866667,67.5
8.900000,67.5
8.933333,67.5
8.966667,67.5
9.000000,67.5
9.033333,67.4
9.066667,67.4
9.100000,67.4
9.133333,67.4
9.166667,67.4
9.200000,67.4
9.233333,67.4
9.266667,67.3
9.300000,67.3
9.333333,67.3
9.366667,67.3
9.400000,67.3
9.433333,67.3
9.466667,67.3
9.500000,67.2
9.533333,67.2
9.566667,67.2
9.600000,67.2
9.633333,67.2
9.666667,67.2
9.700000,67.2
9.733333,67.1
9.766667,67.1
9.800000,67.1
9.833333,67.1
9.866667,67.1
9.900000,67.1
9.933333,67.1
9.966667,67.0
10.000000,67.0
10.033333,67.0
10.066667,67.0
10.100000,67.0
10.133333,67.0
10.166667,67.0
10.200000,67.0
10.233333,66.9
10.266667,66.9
10.300000,66.9
10.333333,66.9
10.366667,66.9
10.400000,66.9
10.433333,66.8
10.466667,66.8
10.500000,66.8
10.533333,66.8
10.566667,66.8
10.600000,66.8
10.633333,66.8
10.666667,66.8
10.700000,66.7
10.733333,66.7
10.766667,66.7
10.800000,66.7
10.833333,66.7
10.866667,66.7
10.900000,66.7
10.933333,66.6
10.966667,66.6
11.000000,66.6
11.033333,66.6
11.066667,66.6
11.100000,66.6
11.133333,66.6
11.166667,66.6
11.200000,66.5
11.233333,66.5
11.266667,66.5
11.300000,66.5
11.333333,66.5
11.366667,66.5
11.400000,66.4
11.433333,66.4
11.466667,66.4
11.500000,66.4
11.533333,66.4
11.566667,66.4
11.600000,66.4
11.633333,66.4
11.666667,66.3
11.700000,66.3
11.733333,66.3
11.766667,66.3
11.800000,66.3
11.833333,66.3
11.866667,66.3
11.900000,66.3
11.933333,66.2
11.966667,66.2
12.000000,66.2
12.033333,66.2
12.066667,66.2
12.100000,66.2
12.133333,66.2
12.166667,66.1
12.200000,66.2
12.233333,66.1
12.266667,66.1
12.300000,66.1
12.333333,66.1
12.366667,66.1
12.400000,66.1
12.433333,66.0
12.466667,66.0
12.500000,66.0
12.533333,66.0
12.566667,66.0
12.600000,66.0
12.633333,66.0
12.666667,65.9
12.700000,65.9
12.733333,65.9
12.766667,65.9
12.800000,65.9
12.833333,65.9
12.866667,65.9
12.900000,65.9
12.933333,65.8
12.966667,65.8
13.000000,65.8
13.033333,65.8
13.066667,65.8
13.100000,65.8
13.133333,65.8
13.166667,65.8
13.200000,65.8
13.233333,65.7
13.266667,65.7
13.300000,65.7
13.333333,65.7
13.366667,65.7
13.400000,65.7
13.433333,65.7
13.466667,65.6
13.500000,65.6
13.533333,65.6
13.566667,65.6
13.600000,65.6
13.633333,65.6
13.666667,65.6
13.700000,65.5
13.733333,65.5
13.766667,65.5
13.800000,65.5
13.833333,65.5
13.866667,65.5
13.900000,65.5
13.933333,65.5
13.966667,65.4
14.000000,65.4
14.033333,65.4
14.066667,65.4
14.100000,65.4
14.133333,65.4
14.166667,65.4
14.200000,65.4
14.233333,65.4
14.266667,65.4
14.300000,65.3
14.333333,65.3
14.366667,65.3
14.400000,65.3
14.433333,65.3
14.466667,65.3
14.500000,65.2
14.533333,65.2
14.566667,65.2
14.600000,65.2
14.633333,65.2
14.666667,65.2
14.700000,65.2
14.733333,65.2
14.766667,65.2
14.800000,65.1
14.833333,65.1
14.866667,65.1
14.900000,65.1
14.933333,65.1
14.966667,65.1
15.000000,65.1
15.033333,65.1
15.066667,65.1
15.100000,65.0
15.133333,65.0
15.166667,65.0
15.200000,65.0
15.233333,65.0
15.266667,65.0
15.300000,65.0
15.333333,64.9
15.366667,64.9
15.400000,64.9
15.433333,64.9
15.466667,64.9
15.500000,64.9
15.533333,64.9
15.566667,64.9
15.600000,64.9
15.633333,64.8
15.666667,64.8
15.700000,64.8
15.733333,64.8
15.766667,64.8
15.800000,64.8
15.833333,64.8
15.866667,64.8
15.900000,64.7
15.933333,64.7
15.966667,64.7
16.000000,64.7
16.033333,64.7
16.066667,64.7
16.100000,64.7
16.133333,64.7
16.166667,64.7
16.200000,64.7
16.233333,64.6
16.266667,64.6
16.300000,64.6
16.333333,64.6
16.366667,64.6
16.400000,64.6
16.433333,64.6
16.466667,64.6
16.500000,64.5
16.533333,64.5
16.566667,64.5
16.600000,64.5
16.633333,64.5
16.666667,64.5
16.700000,64.5
16.733333,64.4
16.766667,64.5
16.800000,64.4
16.833333,64.4
16.866667,64.4
16.900000,64.4
16.933333,64.4
16.966667,64.4
17.000000,64.4
17.033333,64.4
17.066667,64.3
17.100000,64.3
17.133333,64.3
17.166667,64.3
17.200000,64.3
17.233333,64.3
17.266667,64.3
17.300000,64.3
17.333333,64.3
17.366667,64.3
17.400000,64.2
17.433333,64.2
17.466667,64.2
17.500000,64.2
17.533333,64.2
17.566667,64.2
17.600000,64.2
17.633333,64.2
17.666667,64.1
17.700000,64.1
17.733333,64.1
17.766667,64.1
17.800000,64.1
17.833333,64.1
17.866667,64.1
17.900000,64.1
17.933333,64.1
17.966667,64.0
18.000000,64.0
18.033333,64.0
18.066667,64.0
18.100000,64.0
18.133333,64.0
18.166667,64.0
18.200000,64.0
18.233333,64.0
18.266667,63.9
18.300000,63.9
18.333333,63.9
18.366667,63.9
18.400000,63.9
18.433333,63.9
18.466667,63.9
18.500000,63.9
18.533333,63.8
18.566667,63.8
18.600000,63.8
18.633333,63.8
18.666667,63.8
18.700000,63.8
18.733333,63.8
18.766667,63.8
18.800000,63.8
18.833333,63.7
18.866667,63.7
18.900000,63.7
18.933333,63.7
18.966667,63.7
19.000000,63.7
19.033333,63.7
19.066667,63.7
19.100000,63.7
19.133333,63.6
19.166667,63.6
19.200000,63.6
19.233333,63.6
19.266667,63.6
19.300000,63.6
19.333333,63.6
19.366667,63.6
19.400000,63.6
19.433333,63.6
19.466667,63.5
19.500000,63.5
19.533333,63.5
19.566667,63.5
19.600000,63.5
19.633333,63.5
19.666667,63.5
19.700000,63.5
19.733333,63.5
19.766667,63.4
19.800000,63.4
19.833333,63.4
19.866667,63.4
19.900000,63.4
19.933333,63.4
19.966667,63.4
20.000000,63.4
20.033333,63.4
20.066667,63.3
20.100000,63.3
20.133333,63.3
20.166667,63.3
20.200000,63.3
20.233333,63.3
20.266667,63.3
20.300000,63.3
20.333333,63.3
20.366667,63.3
20.400000,63.2
20.433333,63.2
20.466667,63.2
20.500000,63.2
20.533333,63.2
20.566667,63.2
20.600000,63.2
20.633333,63.2
20.666667,63.2
20.700000,63.2
20.733333,63.2
20.766667,63.1
20.800000,63.1
20.833333,63.1
20.866667,63.1
20.900000,63.1
20.933333,63.1
20.966667,63.1
21.000000,63.1
21.033333,63.1
21.066667,63.0
21.100000,63.0
21.133333,63.0
21.166667,63.0
21.200000,63.0
21.233333,63.0
21.266667,63.0
21.300000,63.0
21.333333,63.0
21.366667,63.0
21.400000,63.0
21.433333,62.9
21.466667,62.9
21.500000,62.9
21.533333,62.9
21.566667,62.9
21.600000,62.9
21.633333,62.9
21.666667,62.8
21.700000,62.8
21.733333,62.8
21.766667,62.8
21.800000,62.8
21.833333,62.8
21.866667,62.8
21.900000,62.8
21.933333,62.8
21.966667,62.8
22.000000,62.7
22.033333,62.7
22.066667,62.7
22.100000,62.7
22.133333,62.7
22.166667,62.7
22.200000,62.7
22.233333,62.7
22.266667,62.7
22.300000,62.7
22.333333,62.6
22.366667,62.6
22.400000,62.6
22.433333,62.6
22.466667,62.6
22.500000,62.6
22.533333,62.6
22.566667,62.6
22.600000,62.5
22.633333,62.5
22.666667,62.5
22.700000,62.5
22.733333,62.5
22.766667,62.5
22.800000,62.5
22.833333,62.5
22.866667,62.5
22.900000,62.5
22.933333,62.5
22.966667,62.4
23.000000,62.4
23.033333,62.4
23.066667,62.4
23.100000,62.4
23.133333,62.4
23.166667,62.4
23.200000,62.4
23.233333,62.4
23.266667,62.4
23.300000,62.3
23.333333,62.3
23.366667,62.3
23.400000,62.3
23.433333,62.3
23.466667,62.3
23.500000,62.3
23.533333,62.3
23.566667,62.3
23.600000,62.3
23.633333,62.2
23.666667,62.2
23.700000,62.2
23.733333,62.2
23.766667,62.2
23.800000,62.2
23.833333,62.2
23.866667,62.2
23.900000,62.1
23.933333,62.2
23.966667,62.1
24.000000,62.1
24.033333,62.1
24.066667,62.1
24.100000,62.1
24.133333,62.1
24.166667,62.1
24.200000,62.1
24.233333,62.1
24.266667,62.1
24.300000,62.1
24.333333,62.0
24.366667,62.0
24.400000,62.0
24.433333,62.0
24.466667,62.0
24.500000,62.0
24.533333,62.0
24.566667,62.0
24.600000,61.9
24.633333,62.0
24.666667,62.0
24.700000,61.9
24.733333,61.9
24.766667,61.9
24.800000,61.9
24.833333,61.9
24.866667,61.9
24.900000,61.9
24.933333,61.9
24.966667,61.8
25.000000,61.8
